gene_id,component,class
PF3D7_1345800,transcription factor TFIIIC complex,Intracellular protein complexes (internal)
PF3D7_1345900,Ndc80 complex,Intracellular protein complexes (internal)
PF3D7_1346000,"cytoplasm,dynactin complex","Cytoplasm & Cytosol (internal),Cytoskeleton & associated"
PF3D7_1346100,Sec61 translocon complex,Endomembrane System & Golgi ER
PF3D7_1346200,nucleus,Nucleus (internal)
PF3D7_1346300,unknown,Unknown
PF3D7_1346400,unknown,Unknown
PF3D7_1346500,unknown,Unknown
PF3D7_1346600,unknown,Unknown
PF3D7_1346700,unknown,Unknown
PF3D7_1346800,unknown,Unknown
PF3D7_1346900,unknown,Unknown
PF3D7_1347000,unknown,Unknown
PF3D7_1347100,"RecQ family helicase-topoisomerase III complex,nucleus","DNA replication & repair complexes (internal),Nucleus (internal)"
PF3D7_1347200,plasma membrane,Membrane proteins
PF3D7_1347300,unknown,Unknown
PF3D7_1347400,endoplasmic reticulum membrane,Endomembrane System & Golgi ER
PF3D7_1347500,unknown,Unknown
PF3D7_1347600,unknown,Unknown
PF3D7_1347700,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1347800,unknown,Unknown
PF3D7_1347900,unknown,Unknown
PF3D7_1348000,unknown,Unknown
PF3D7_1348100,unknown,Unknown
PF3D7_1348200,spliceosomal complex,Spliceosomal & RNP complexes (internal)
PF3D7_1348300,"cytosol,ribonucleoprotein complex","Cytoplasm & Cytosol (internal),Spliceosomal & RNP complexes (internal)"
PF3D7_1348400,unknown,Unknown
PF3D7_1348500,Golgi apparatus,Endomembrane System & Golgi ER
PF3D7_1348600,unknown,Unknown
PF3D7_1348700,unknown,Unknown
PF3D7_1348800,"intracellular membrane-bounded organelle,plasma membrane","Internal organelle (internal),Membrane proteins"
PF3D7_1348900,unknown,Unknown
PF3D7_1349000,unknown,Unknown
PF3D7_1349100,unknown,Unknown
PF3D7_1349200,"cytosol,methionyl glutamyl tRNA synthetase complex","Cytoplasm & Cytosol (internal),Intracellular protein complexes (internal)"
PF3D7_1349300,unknown,Unknown
PF3D7_1349400,unknown,Unknown
PF3D7_1349500,unknown,Unknown
PF3D7_1349600,unknown,Unknown
PF3D7_1349700,unknown,Unknown
PF3D7_1349800,unknown,Unknown
PF3D7_1349900,apicoplast,Apicoplast
PF3D7_1350000,unknown,Unknown
PF3D7_1350100,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1350200,"U1 snRNP,U2 snRNP,U4 snRNP,U4/U6 x U5 tri-snRNP complex,U5 snRNP,pICln-Sm protein complex,precatalytic spliceosome",Spliceosomal & RNP complexes (internal)
PF3D7_1350300,unknown,Unknown
PF3D7_1350400,"SUMO activating enzyme complex,cytoplasm","Cytoplasm & Cytosol (internal),Ubiquitin & proteasome complexes (internal)"
PF3D7_1350500,apicoplast,Apicoplast
PF3D7_1350600,apicoplast,Apicoplast
PF3D7_1350700,apicoplast,Apicoplast
PF3D7_1350800,unknown,Unknown
PF3D7_1350900,unknown,Unknown
PF3D7_1351000,unknown,Unknown
PF3D7_1351100,unknown,Unknown
PF3D7_1351200,apicoplast,Apicoplast
PF3D7_1351300,membrane,Membrane (general)
PF3D7_1351400,cytosolic large ribosomal subunit,Ribosome & translation complexes (internal)
PF3D7_1351600,mitochondrion,Mitochondrion & related
PF3D7_1351700,unknown,Unknown
PF3D7_1351800,apicoplast,Apicoplast
PF3D7_1351900,unknown,Unknown
PF3D7_1352000,"apicoplast,mitochondrion","Apicoplast,Mitochondrion & related"
PF3D7_1352100,membrane,Membrane (general)
PF3D7_1352200,nucleolus,Nucleus (internal)
PF3D7_1352300,unknown,Unknown
PF3D7_1352400,unknown,Unknown
PF3D7_1352500,endoplasmic reticulum,Endomembrane System & Golgi ER
PF3D7_1352600,"cytoplasm,nucleus","Cytoplasm & Cytosol (internal),Nucleus (internal)"
PF3D7_1352700,catalytic step 2 spliceosome,Spliceosomal & RNP complexes (internal)
PF3D7_1352800,unknown,Unknown
PF3D7_1352900,unknown,Unknown
PF3D7_1353100,"RBC membrane (HT),RBC membrane (PEXEL)",Membrane proteins (PEXEL/HT)
PF3D7_1353200,unknown,Unknown
PF3D7_1353300,apicoplast,Apicoplast
PF3D7_1353400,unknown,Unknown
PF3D7_1353500,"transcription factor TFIIH core complex,transcription factor TFIIH holo complex",Spliceosomal & RNP complexes (internal)
PF3D7_1353600,"cis-Golgi network,endoplasmic reticulum",Endomembrane System & Golgi ER
PF3D7_1353700,TIM23 mitochondrial import inner membrane translocase complex,Mitochondrion & related
PF3D7_1353800,"cytosol,nucleus,proteasome core complex alpha-subunit complex","Cytoplasm & Cytosol (internal),Intracellular protein complexes (internal),Nucleus (internal)"
PF3D7_1353900,"nucleus,proteasome core complex alpha-subunit complex","Intracellular protein complexes (internal),Nucleus (internal)"
PF3D7_1354000,unknown,Unknown
PF3D7_1354100,unknown,Unknown
PF3D7_1354200,endoplasmic reticulum,Endomembrane System & Golgi ER
PF3D7_1354300,"nucleolus,preribosome large subunit precursor","Nucleus (internal),Ribosome & translation complexes (internal)"
PF3D7_1354400,membrane,Membrane (general)
PF3D7_1354500,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1354600,cytosolic large ribosomal subunit,Ribosome & translation complexes (internal)
PF3D7_1354700,unknown,Unknown
PF3D7_1354800,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1354900,unknown,Unknown
PF3D7_1355100,"MCM complex,nucleus","DNA replication & repair complexes (internal),Nucleus (internal)"
PF3D7_1355200,"mitochondrial matrix,ribonucleoprotein granule","Intracellular protein complexes (internal),Mitochondrion & related"
PF3D7_1355300,nucleus,Nucleus (internal)
PF3D7_1355500,"cytosol,nucleus","Cytoplasm & Cytosol (internal),Nucleus (internal)"
PF3D7_1355600,unknown,Unknown
PF3D7_1355700,unknown,Unknown
PF3D7_1355800,"U2 snRNP,precatalytic spliceosome",Spliceosomal & RNP complexes (internal)
PF3D7_1355900,unknown,Unknown
PF3D7_1356000,unknown,Unknown
PF3D7_1356100,unknown,Unknown
PF3D7_1356200,TIM23 mitochondrial import inner membrane translocase complex,Mitochondrion & related
PF3D7_1356300,nucleus,Nucleus (internal)
PF3D7_1356400,protein phosphatase type 2A complex,Intracellular protein complexes (internal)
PF3D7_1356500,unknown,Unknown
PF3D7_1356600,unknown,Unknown
PF3D7_1356700,unknown,Unknown
PF3D7_1356800,nucleus,Nucleus (internal)
PF3D7_1356900,"cytoplasm,nucleus","Cytoplasm & Cytosol (internal),Nucleus (internal)"
PF3D7_1357000,unknown,Unknown
PF3D7_1357100,unknown,Unknown
PF3D7_1357200,"apicoplast,mitochondrion","Apicoplast,Mitochondrion & related"
PF3D7_1357300,cytoplasmic dynein complex,Cytoskeleton & associated
PF3D7_1357400,unknown,Unknown
PF3D7_1357500,nuclear replication fork,DNA replication & repair complexes (internal)
PF3D7_1357600,unknown,Unknown
PF3D7_1357700,"Pwp2p-containing subcomplex of 90S preribosome,small-subunit processome","Ribosome & translation complexes (internal),Spliceosomal & RNP complexes (internal)"
PF3D7_1357800,chaperonin-containing T-complex,Intracellular protein complexes (internal)
PF3D7_1357900,unknown,Unknown
PF3D7_1358000,"apicoplast,membrane","Apicoplast,Membrane (general)"
PF3D7_1358100,"nucleolus,small-subunit processome","Nucleus (internal),Spliceosomal & RNP complexes (internal)"
PF3D7_1358200,histone methyltransferase complex,Spliceosomal & RNP complexes (internal)
PF3D7_1358300,apicoplast,Apicoplast
PF3D7_1358400,unknown,Unknown
PF3D7_1358500,"cytoplasm,nucleus","Cytoplasm & Cytosol (internal),Nucleus (internal)"
PF3D7_1358600,unknown,Unknown
PF3D7_1358700,unknown,Unknown
PF3D7_1358800,"cytosolic small ribosomal subunit,nucleolus","Nucleus (internal),Ribosome & translation complexes (internal)"
PF3D7_1358900,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1359000,nucleus,Nucleus (internal)
PF3D7_1359100,unknown,Unknown
PF3D7_1359200,nucleus,Nucleus (internal)
PF3D7_1359300,"cytoplasmic exosome (RNase complex),nuclear exosome (RNase complex)",Intracellular protein complexes (internal)
PF3D7_1359400,"cytoplasm,nucleus,ribonucleoprotein complex","Cytoplasm & Cytosol (internal),Nucleus (internal),Spliceosomal & RNP complexes (internal)"
PF3D7_1359500,unknown,Unknown
PF3D7_1359600,unknown,Unknown
PF3D7_1359700,unknown,Unknown
PF3D7_1359800,"Golgi apparatus,cytoplasm","Cytoplasm & Cytosol (internal),Endomembrane System & Golgi ER"
PF3D7_1359900,unknown,Unknown
PF3D7_1360000,RBC membrane (HT),Membrane proteins (PEXEL/HT)
PF3D7_1360100,unknown,Unknown
PF3D7_1360200,EMC complex,Endomembrane System & Golgi ER
PF3D7_1360300,apicoplast,Apicoplast
PF3D7_1360400,unknown,Unknown
PF3D7_1360500,unknown,Unknown
PF3D7_1360700,chromatin,Chromatin
PF3D7_1360800,unknown,Unknown
PF3D7_1360900,"cytosol,nucleus,ribonucleoprotein complex","Cytoplasm & Cytosol (internal),Nucleus (internal),Spliceosomal & RNP complexes (internal)"
PF3D7_1361000,"cytosol,nucleus","Cytoplasm & Cytosol (internal),Nucleus (internal)"
PF3D7_1361100,"COPII vesicle coat,endoplasmic reticulum exit site","Endomembrane System & Golgi ER,Vesicles & Endosomes"
PF3D7_1361200,unknown,Unknown
PF3D7_1361300,unknown,Unknown
PF3D7_1361400,"actin cytoskeleton,cytoplasm","Cytoplasm & Cytosol (internal),Cytoskeleton & associated"
PF3D7_1361500,unknown,Unknown
PF3D7_1361600,unknown,Unknown
PF3D7_1361700,unknown,Unknown
PF3D7_1361800,unknown,Unknown
PF3D7_1361900,PCNA complex,DNA replication & repair complexes (internal)
PF3D7_1362000,unknown,Unknown
PF3D7_1362100,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1362200,"Ino80 complex,NuA4 histone acetyltransferase complex,R2TP complex,Swr1 complex",Spliceosomal & RNP complexes (internal)
PF3D7_1362300,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1362400,unknown,Unknown
PF3D7_1362500,unknown,Unknown
PF3D7_1362600,unknown,Unknown
PF3D7_1362700,unknown,Unknown
PF3D7_1362800,unknown,Unknown
PF3D7_1362900,unknown,Unknown
PF3D7_1363000,unknown,Unknown
PF3D7_1363100,unknown,Unknown
PF3D7_1363200,unknown,Unknown
PF3D7_1363300,mitochondrion,Mitochondrion & related
PF3D7_1363400,"cytoplasm,nucleus","Cytoplasm & Cytosol (internal),Nucleus (internal)"
PF3D7_1363500,unknown,Unknown
PF3D7_1363600,unknown,Unknown
PF3D7_1363700,unknown,Unknown
PF3D7_1363800,unknown,Unknown
PF3D7_1364000,unknown,Unknown
PF3D7_1364100,unknown,Unknown
PF3D7_1364200,unknown,Unknown
PF3D7_1364300,unknown,Unknown
PF3D7_1364400,unknown,Unknown
PF3D7_1364500,"cytoplasmic exosome (RNase complex),nuclear exosome (RNase complex)",Intracellular protein complexes (internal)
PF3D7_1364600,apicoplast,Apicoplast
PF3D7_1364800,"RNA polymerase I complex,RNA polymerase II core complex,RNA polymerase III complex",Spliceosomal & RNP complexes (internal)
PF3D7_1364900,mitochondrion,Mitochondrion & related
PF3D7_1365000,unknown,Unknown
PF3D7_1365100,mitochondrion,Mitochondrion & related
PF3D7_1365200,unknown,Unknown
PF3D7_1365300,unknown,Unknown
PF3D7_1365400,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1365500,mitochondrion,Mitochondrion & related
PF3D7_1365600,unknown,Unknown
PF3D7_1365700,membrane,Membrane (general)
PF3D7_1365800,unknown,Unknown
PF3D7_1365900,"cytoplasm,nucleus","Cytoplasm & Cytosol (internal),Nucleus (internal)"
PF3D7_1366000,unknown,Unknown
PF3D7_1366100,ciliary basal body,Cell surface structures
PF3D7_1366200,unknown,Unknown
PF3D7_1366300,unknown,Unknown
PF3D7_1366400,unknown,Unknown
PF3D7_1366500,unknown,Unknown
PF3D7_1366600,endoplasmic reticulum membrane,Endomembrane System & Golgi ER
PF3D7_1366700,unknown,Unknown
PF3D7_1366800,apicoplast,Apicoplast
PF3D7_1366900,unknown,Unknown
PF3D7_1367000,"cytoplasm,nucleus","Cytoplasm & Cytosol (internal),Nucleus (internal)"
PF3D7_1367100,"U1 snRNP,U2-type prespliceosome",Spliceosomal & RNP complexes (internal)
PF3D7_1367200,unknown,Unknown
PF3D7_1367300,unknown,Unknown
PF3D7_1367400,"90S preribosome,nucleolus,preribosome small subunit precursor","Nucleus (internal),Ribosome & translation complexes (internal)"
PF3D7_1367500,unknown,Unknown
PF3D7_1367600,"nucleolus,preribosome large subunit precursor","Nucleus (internal),Ribosome & translation complexes (internal)"
PF3D7_1367700,"apicoplast,mitochondrion","Apicoplast,Mitochondrion & related"
PF3D7_1367800,apicoplast,Apicoplast
PF3D7_1367900,apicoplast,Apicoplast
PF3D7_1368000,unknown,Unknown
PF3D7_1368100,"nucleus,proteasome regulatory particle lid subcomplex","Nucleus (internal),Ubiquitin & proteasome complexes (internal)"
PF3D7_1368200,unknown,Unknown
PF3D7_1368300,"Smc5-Smc6 complex,nucleus","DNA replication & repair complexes (internal),Nucleus (internal)"
PF3D7_1368400,unknown,Unknown
PF3D7_1368500,unknown,Unknown
PF3D7_1368600,unknown,Unknown
PF3D7_1368700,unknown,Unknown
PF3D7_1368800,nucleotide-excision repair factor 1 complex,DNA replication & repair complexes (internal)
PF3D7_1368900,nucleus,Nucleus (internal)
PF3D7_1369000,GPI-anchor transamidase complex,Membrane proteins
PF3D7_1369100,unknown,Unknown
PF3D7_1369200,unknown,Unknown
PF3D7_1369300,unknown,Unknown
PF3D7_1369400,histone methyltransferase complex,Spliceosomal & RNP complexes (internal)
PF3D7_1369500,"nuclear cap binding complex,nucleus","Nucleus (internal),Spliceosomal & RNP complexes (internal)"
PF3D7_1369600,apicoplast,Apicoplast
PF3D7_1369700,unknown,Unknown
PF3D7_1370300,unknown,Unknown
PF3D7_1401100,RBC membrane (PEXEL),Membrane proteins (PEXEL/HT)
PF3D7_1401200,"RBC membrane (HT),RBC membrane (PEXEL),apicoplast","Apicoplast,Membrane proteins (PEXEL/HT)"
PF3D7_1401300,"RBC membrane (HT),RBC membrane (PEXEL)",Membrane proteins (PEXEL/HT)
PF3D7_1401400,apicoplast,Apicoplast
PF3D7_1401500,membrane,Membrane (general)
PF3D7_1401600,"RBC membrane (HT),RBC membrane (PEXEL)",Membrane proteins (PEXEL/HT)
PF3D7_1401700,unknown,Unknown
PF3D7_1401800,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1401900,unknown,Unknown
PF3D7_1402000,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1402100,unknown,Unknown
PF3D7_1402200,unknown,Unknown
PF3D7_1402300,proteasome regulatory particle lid subcomplex,Ubiquitin & proteasome complexes (internal)
PF3D7_1402400,precatalytic spliceosome,Spliceosomal & RNP complexes (internal)
PF3D7_1402500,"cytoplasm,nucleus","Cytoplasm & Cytosol (internal),Nucleus (internal)"
PF3D7_1402700,nucleus,Nucleus (internal)
PF3D7_1402800,unknown,Unknown
PF3D7_1402900,unknown,Unknown
PF3D7_1403000,unknown,Unknown
PF3D7_1403100,"condensed chromosome centromeric region,condensin complex",Chromatin
PF3D7_1403200,unknown,Unknown
PF3D7_1403300,unknown,Unknown
PF3D7_1403400,axoneme,Cell surface structures
PF3D7_1403500,unknown,Unknown
PF3D7_1403600,unknown,Unknown
PF3D7_1403700,endoplasmic reticulum,Endomembrane System & Golgi ER
PF3D7_1403800,nucleus,Nucleus (internal)
PF3D7_1403900,unknown,Unknown
PF3D7_1404000,unknown,Unknown
PF3D7_1404100,mitochondrial intermembrane space,Mitochondrion & related
PF3D7_1404200,unknown,Unknown
PF3D7_1404300,apicoplast,Apicoplast
PF3D7_1404400,mitochondrial large ribosomal subunit,Mitochondrion & related
PF3D7_1404500,unknown,Unknown
PF3D7_1404600,unknown,Unknown
PF3D7_1404700,unknown,Unknown
PF3D7_1404800,unknown,Unknown
PF3D7_1404900,apicoplast,Apicoplast
PF3D7_1405000,unknown,Unknown
PF3D7_1405100,plasma membrane,Membrane proteins
PF3D7_1405200,TRAPP complex,Intracellular protein complexes (internal)
PF3D7_1405300,"mitochondrial matrix,nucleus","Mitochondrion & related,Nucleus (internal)"
PF3D7_1405400,"apicoplast,nucleus","Apicoplast,Nucleus (internal)"
PF3D7_1405500,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1405600,unknown,Unknown
PF3D7_1405700,unknown,Unknown
PF3D7_1405800,"PeBoW complex,preribosome large subunit precursor",Ribosome & translation complexes (internal)
PF3D7_1405900,"cytoplasm,nucleus,ribonucleoprotein complex","Cytoplasm & Cytosol (internal),Nucleus (internal),Spliceosomal & RNP complexes (internal)"
PF3D7_1406000,exon-exon junction complex,Spliceosomal & RNP complexes (internal)
PF3D7_1406100,unknown,Unknown
PF3D7_1406200,transcription elongation factor complex,Spliceosomal & RNP complexes (internal)
PF3D7_1406300,unknown,Unknown
PF3D7_1406400,unknown,Unknown
PF3D7_1406500,unknown,Unknown
PF3D7_1406600,"apicoplast,cytoplasm","Apicoplast,Cytoplasm & Cytosol (internal)"
PF3D7_1406700,"endosome,retromer complex",Vesicles & Endosomes
PF3D7_1406800,unknown,Unknown
PF3D7_1406900,unknown,Unknown
PF3D7_1407000,unknown,Unknown
PF3D7_1407100,"box C/D methylation guide snoRNP complex,nucleolus,small-subunit processome","Nucleus (internal),Spliceosomal & RNP complexes (internal)"
PF3D7_1407200,unknown,Unknown
PF3D7_1407300,precatalytic spliceosome,Spliceosomal & RNP complexes (internal)
PF3D7_1407400,unknown,Unknown
PF3D7_1407500,"cytoplasm,nucleus,tRNA (m2G10) methyltransferase complex","Cytoplasm & Cytosol (internal),Intracellular protein complexes (internal),Nucleus (internal)"
PF3D7_1407600,unknown,Unknown
PF3D7_1407700,unknown,Unknown
PF3D7_1407800,"RBC membrane (PEXEL),lysosome","Membrane proteins (PEXEL/HT),Vacuole/Lysosome & related"
PF3D7_1407900,"apicoplast,lysosome","Apicoplast,Vacuole/Lysosome & related"
PF3D7_1408000,lysosome,Vacuole/Lysosome & related
PF3D7_1408100,"apicoplast,lysosome","Apicoplast,Vacuole/Lysosome & related"
PF3D7_1408200,unknown,Unknown
PF3D7_1408300,unknown,Unknown
PF3D7_1408400,nucleus,Nucleus (internal)
PF3D7_1408500,unknown,Unknown
PF3D7_1408600,cytosolic small ribosomal subunit,Ribosome & translation complexes (internal)
PF3D7_1408700,"cytoplasm,nucleus","Cytoplasm & Cytosol (internal),Nucleus (internal)"
PF3D7_1408800,unknown,Unknown
PF3D7_1408900,unknown,Unknown
PF3D7_1409000,"cytosol,nucleus,tRNA methyltransferase complex","Cytoplasm & Cytosol (internal),Intracellular protein complexes (internal),Nucleus (internal)"
PF3D7_1409100,unknown,Unknown
PF3D7_1409200,unknown,Unknown
PF3D7_1409300,unknown,Unknown
PF3D7_1409400,unknown,Unknown
PF3D7_1409500,unknown,Unknown
PF3D7_1409600,"apicoplast,cytoplasm","Apicoplast,Cytoplasm & Cytosol (internal)"
PF3D7_1409700,unknown,Unknown
PF3D7_1409800,"cytoplasm,nucleus,ribonucleoprotein complex","Cytoplasm & Cytosol (internal),Nucleus (internal),Spliceosomal & RNP complexes (internal)"
PF3D7_1409900,endoplasmic reticulum membrane,Endomembrane System & Golgi ER
PF3D7_1410000,EMC complex,Endomembrane System & Golgi ER
PF3D7_1410100,unknown,Unknown
PF3D7_1410200,unknown,Unknown
PF3D7_1410300,"90S preribosome,nucleolus","Nucleus (internal),Ribosome & translation complexes (internal)"
PF3D7_1410400,unknown,Unknown
PF3D7_1410500,unknown,Unknown
PF3D7_1410600,eukaryotic translation initiation factor 2 complex,Ribosome & translation complexes (internal)
PF3D7_1410700,apicoplast,Apicoplast
PF3D7_1410800,unknown,Unknown
PF3D7_1410900,unknown,Unknown
PF3D7_1411000,"cytosol,endocytic vesicle","Cytoplasm & Cytosol (internal),Vesicles & Endosomes"
PF3D7_1411100,unknown,Unknown
PF3D7_1411200,unknown,Unknown
PF3D7_1411300,"cytoplasm,intracellular membrane-bounded organelle,vesicle","Cytoplasm & Cytosol (internal),Internal organelle (internal),Vesicles & Endosomes"
PF3D7_1411400,apicoplast,Apicoplast
PF3D7_1411500,nucleolus,Nucleus (internal)
PF3D7_1411600,mitochondrion,Mitochondrion & related
PF3D7_1411700,nucleus,Nucleus (internal)
PF3D7_1411800,unknown,Unknown
PF3D7_1411900,unknown,Unknown
PF3D7_1412000,unknown,Unknown
PF3D7_1412100,unknown,Unknown
PF3D7_1412200,unknown,Unknown
PF3D7_1412300,nuclear pore central transport channel,Nucleus (internal)
PF3D7_1412400,endosome membrane,Vesicles & Endosomes
PF3D7_1412500,actin cytoskeleton,Cytoskeleton & associated
PF3D7_1412600,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1412700,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1412800,cytosol,Cytoplasm & Cytosol (internal)
PF3D7_1412900,nucleus,Nucleus (internal)
PF3D7_1413000,unknown,Unknown
PF3D7_1413100,unknown,Unknown
PF3D7_1413200,unknown,Unknown
PF3D7_1413300,unknown,Unknown
PF3D7_1413400,small ribosomal subunit,Ribosome & translation complexes (internal)
PF3D7_1413500,apicoplast,Apicoplast
PF3D7_1413600,unknown,Unknown
PF3D7_1413700,"cullin-RING ubiquitin ligase complex,nucleus","Nucleus (internal),Ubiquitin & proteasome complexes (internal)"
PF3D7_1413800,unknown,Unknown
PF3D7_1413900,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1414000,proteasome regulatory particle lid subcomplex,Ubiquitin & proteasome complexes (internal)
PF3D7_1414100,unknown,Unknown
PF3D7_1414200,unknown,Unknown
PF3D7_1414300,cytosolic large ribosomal subunit,Ribosome & translation complexes (internal)
PF3D7_1414400,"cytoplasm,nucleus","Cytoplasm & Cytosol (internal),Nucleus (internal)"
PF3D7_1414500,unknown,Unknown
PF3D7_1414600,unknown,Unknown
PF3D7_1414700,unknown,Unknown
PF3D7_1414800,"U1 snRNP,U2 snRNP,U2-type prespliceosome,U4 snRNP,U4/U6 x U5 tri-snRNP complex,U5 snRNP,catalytic step 2 spliceosome,cytoplasm","Cytoplasm & Cytosol (internal),Spliceosomal & RNP complexes (internal)"
PF3D7_1414900,peroxisomal matrix,Internal organelle (internal)
PF3D7_1415000,"mitochondrion,nucleus","Mitochondrion & related,Nucleus (internal)"
PF3D7_1415100,unknown,Unknown
PF3D7_1415200,"RNA polymerase I complex,RNA polymerase III complex",Spliceosomal & RNP complexes (internal)
PF3D7_1415300,"cytoplasm,nucleus","Cytoplasm & Cytosol (internal),Nucleus (internal)"
PF3D7_1415400,unknown,Unknown
PF3D7_1415500,unknown,Unknown
PF3D7_1415600,unknown,Unknown
PF3D7_1415700,"apicoplast,serine palmitoyltransferase complex","Apicoplast,Intracellular protein complexes (internal)"
PF3D7_1415800,unknown,Unknown
PF3D7_1415900,Swr1 complex,Spliceosomal & RNP complexes (internal)
PF3D7_1416000,unknown,Unknown
PF3D7_1416100,endoplasmic reticulum,Endomembrane System & Golgi ER
PF3D7_1416200,unknown,Unknown
PF3D7_1416300,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1416400,unknown,Unknown
PF3D7_1416500,cytosol,Cytoplasm & Cytosol (internal)
PF3D7_1416600,unknown,Unknown
PF3D7_1416700,unknown,Unknown
PF3D7_1416800,"apicoplast,cytoplasm","Apicoplast,Cytoplasm & Cytosol (internal)"
PF3D7_1416900,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1417000,unknown,Unknown
PF3D7_1417100,unknown,Unknown
PF3D7_1417200,"CCR4-NOT core complex,P-body","Cytoplasm & Cytosol (internal),Intracellular protein complexes (internal)"
PF3D7_1417300,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1417500,box H/ACA snoRNP complex,Spliceosomal & RNP complexes (internal)
PF3D7_1417600,nucleus,Nucleus (internal)
PF3D7_1417700,unknown,Unknown
PF3D7_1417800,"MCM complex,nucleus","DNA replication & repair complexes (internal),Nucleus (internal)"
PF3D7_1417900,unknown,Unknown
PF3D7_1418000,VCP-NPL4-UFD1 AAA ATPase complex,Intracellular protein complexes (internal)
PF3D7_1418100,unknown,Unknown
PF3D7_1418200,unknown,Unknown
PF3D7_1418300,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1418900,nucleus,Nucleus (internal)
PF3D7_1419000,unknown,Unknown
PF3D7_1419100,nucleolus,Nucleus (internal)
PF3D7_1419200,nucleus,Nucleus (internal)
PF3D7_1419300,unknown,Unknown
PF3D7_1419400,unknown,Unknown
PF3D7_1419500,unknown,Unknown
PF3D7_1419600,unknown,Unknown
PF3D7_1419700,unknown,Unknown
PF3D7_1419800,unknown,Unknown
PF3D7_1419900,nucleoplasm,Nucleus (internal)
PF3D7_1420000,precatalytic spliceosome,Spliceosomal & RNP complexes (internal)
PF3D7_1420100,unknown,Unknown
PF3D7_1420200,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1420300,mitochondrion,Mitochondrion & related
PF3D7_1420400,"cytoplasm,mitochondrion","Cytoplasm & Cytosol (internal),Mitochondrion & related"
PF3D7_1420500,unknown,Unknown
PF3D7_1420600,"cytosol,nucleus","Cytoplasm & Cytosol (internal),Nucleus (internal)"
PF3D7_1420700,unknown,Unknown
PF3D7_1420800,axoneme,Cell surface structures
PF3D7_1420900,cytoplasm,Cytoplasm & Cytosol (internal)
PF3D7_1421000,unknown,Unknown
PF3D7_1421100,unknown,Unknown
PF3D7_1421200,"apicoplast,cytosolic small ribosomal subunit","Apicoplast,Ribosome & translation complexes (internal)"
PF3D7_1421300,unknown,Unknown
PF3D7_1421400,RNA polymerase III complex,Spliceosomal & RNP complexes (internal)
PF3D7_1421500,unknown,Unknown
PF3D7_1421600,unknown,Unknown
PF3D7_1421800,unknown,Unknown
PF3D7_1421900,"apicoplast,plasma membrane","Apicoplast,Membrane proteins"
PF3D7_1422000,unknown,Unknown
PF3D7_1422100,mitochondrial large ribosomal subunit,Mitochondrion & related
PF3D7_1422200,unknown,Unknown
PF3D7_1422300,unknown,Unknown
PF3D7_1422400,"CURI complex,UTP-C complex,small-subunit processome","Intracellular protein complexes (internal),Ribosome & translation complexes (internal),Spliceosomal & RNP complexes (internal)"
PF3D7_1422500,unknown,Unknown
PF3D7_1422600,unknown,Unknown
PF3D7_1422700,unknown,Unknown
PF3D7_1422800,"NuA4 histone acetyltransferase complex,SWI/SNF complex",Spliceosomal & RNP complexes (internal)
PF3D7_1422900,unknown,Unknown
PF3D7_1423000,nucleolus,Nucleus (internal)
PF3D7_1423100,nucleus,Nucleus (internal)
PF3D7_1423200,catalytic step 2 spliceosome,Spliceosomal & RNP complexes (internal)
PF3D7_1423300,"cytosol,nucleus","Cytoplasm & Cytosol (internal),Nucleus (internal)"
PF3D7_1423400,unknown,Unknown
PF3D7_1423500,unknown,Unknown
PF3D7_1423600,"cytoplasm,nucleus","Cytoplasm & Cytosol (internal),Nucleus (internal)"
PF3D7_1423700,unknown,Unknown
PF3D7_1423800,"cytoplasm,membrane","Cytoplasm & Cytosol (internal),Membrane (general)"
PF3D7_1424100,cytosolic large ribosomal subunit,Ribosome & translation complexes (internal)
PF3D7_1424400,cytosolic large ribosomal subunit,Ribosome & translation complexes (internal)
PF3D7_1425200,mitochondrion,Mitochondrion & related
PF3D7_1425300,unknown,Unknown
PF3D7_1425400,unknown,Unknown
PF3D7_1425500,unknown,Unknown
PF3D7_1425600,unknown,Unknown
PF3D7_1425700,endomembrane system,Endomembrane System & Golgi ER
PF3D7_1425800,unknown,Unknown
PF3D7_1425900,unknown,Unknown
